Player,DOB,Age,Height,Country,Foot,ContractExp
andrea-poli,"Sep 29, 1989",30,"1,82 m",Italy,right,30.06.2021
nahitan-nandez,"Dec 28, 1995",23,"1,72 m",Uruguay  Italy,right,30.06.2024
jorge-silva,"Feb 4, 1999",20,"1,84 m",Portugal,right,30.06.2020
douglas-costa,"Sep 14, 1990",29,"1,72 m",Brazil,left,30.06.2022
jacopo-petriccione,"Feb 22, 1995",24,"1,76 m",Italy,right,30.06.2023
bryan-cristante,"Mar 3, 1995",24,"1,86 m",Italy  Canada,right,30.06.2023
samu-castillejo,"Jan 18, 1995",24,"1,82 m",Spain,left,30.06.2023
edgaras-dubickas,"Jul 9, 1998",21,"1,82 m",Lithuania,right,30.06.2021
lorenzo-de-silvestri,"May 23, 1988",31,"1,86 m",Italy,right,30.06.2020
joaquin-correa,"Aug 13, 1994",25,"1,88 m",Argentina  Italy,right,30.06.2024
sebastian-walukiewicz,"Apr 5, 2000",19,"1,88 m",Poland,right,30.06.2023
panagiotis-tachtsidis,"Feb 15, 1991",28,"1,91 m",Greece,left,30.06.2022
rade-krunic,"Oct 7, 1993",26,"1,84 m",Bosnia-Herzegovina,right,30.06.2024
fabio-lucioni,"Sep 25, 1987",32,"1,85 m",Italy,left,30.06.2021
wojciech-szczesny,"Apr 18, 1990",29,"1,96 m",Poland,right,30.06.2021
mario-rui,"May 27, 1991",28,"1,70 m",Portugal,left,30.06.2022
andrea-consigli,"Jan 27, 1987",32,"1,89 m",Italy,right,30.06.2022
antonio-mirante,"Jul 8, 1983",36,"1,93 m",Italy,right,30.06.2021
roberto-inglese,"Nov 12, 1991",28,"1,86 m",Italy,right,30.06.2024
william-troost-ekong,"Sep 1, 1993",26,"1,91 m",Nigeria  Netherlands,right,30.06.2023
mirko-antonucci,"Mar 11, 1999",20,"1,78 m",Italy,both,30.06.2022
ionut-radu,"May 28, 1997",22,"1,88 m",Romania,right,30.06.2020
rodrigo-palacio,"Feb 5, 1982",37,"1,76 m",Argentina  Spain,right,30.06.2020
gennaro-tutino,"Aug 20, 1996",23,"1,77 m",Italy,right,30.06.2020
antonio-di-gaudio,"Aug 16, 1989",30,"1,69 m",Italy,right,30.06.2021
francesco-cassata,"Jul 16, 1997",22,"1,83 m",Italy,right,30.06.2020
ales-mateju,"Jun 3, 1996",23,"1,85 m",Czech Republic,right,-
federico-bernardeschi,"Feb 16, 1994",25,"1,83 m",Italy,left,30.06.2022
brayan-vera,"Jan 15, 1999",20,"1,80 m",Colombia,left,30.06.2023
paolo-ghiglione,"Feb 2, 1997",22,"1,87 m",Italy,right,-
davide-calabria,"Dec 6, 1996",22,"1,76 m",Italy,right,30.06.2022
leonardo-fontanesi,"Feb 20, 1996",23,"1,90 m",Italy,right,30.06.2020
luis-alberto,"Sep 28, 1992",27,"1,83 m",Spain,right,30.06.2022
chris-smalling,"Nov 22, 1989",29,"1,94 m",England,right,30.06.2020
artur-ionita,"Aug 17, 1990",29,"1,84 m",Moldova  Romania,both,30.06.2021
alessandro-russo,"Mar 31, 2001",18,"1,93 m",Italy,right,-
pawel-dawidowicz,"May 20, 1995",24,"1,91 m",Poland,both,30.06.2022
duvan-zapata,"Apr 1, 1991",28,"1,89 m",Colombia,right,30.06.2020
mattia-perin,"Nov 10, 1992",27,"1,88 m",Italy,right,30.06.2022
adam-marusic,"Oct 17, 1992",27,"1,85 m",Montenegro  Serbia,right,30.06.2022
jesse-joronen,"Mar 21, 1993",26,"1,97 m",Finland,right,30.06.2022
leonardo-morosini,"Oct 13, 1995",24,"1,75 m",Italy,right,30.06.2022
luca-tremolada,"Nov 25, 1991",27,"1,76 m",Italy,left,-
krzysztof-piatek,"Jul 1, 1995",24,"1,83 m",Poland,right,30.06.2023
giannelli-imbula,"Sep 12, 1992",27,"1,86 m",DR Congo  France,left,30.06.2020
giovanni-di-lorenzo,"Aug 4, 1993",26,"1,83 m",Italy,right,30.06.2024
andrea-belotti,"Dec 20, 1993",25,"1,81 m",Italy,right,30.06.2022
nicola-sansone,"Sep 10, 1991",28,"1,73 m",Italy  Germany,right,30.06.2023
hans-hateboer,"Jan 9, 1994",25,"1,87 m",Netherlands,right,30.06.2022
mato-jajalo,"May 25, 1988",31,"1,82 m",Bosnia-Herzegovina  Croatia,right,30.06.2022
emre-can,"Jan 12, 1994",25,"1,86 m",Germany  Turkey,right,30.06.2022
cristian-romero,"Apr 27, 1998",21,"1,85 m",Argentina,right,30.06.2020
guilherme-arana,"Apr 14, 1997",22,"1,76 m",Brazil,left,30.06.2020
matthijs-de-ligt,"Aug 12, 1999",20,"1,89 m",Netherlands,right,30.06.2024
aaron-ramsey,"Dec 26, 1990",28,"1,82 m",Wales,both,30.06.2023
valentin-eysseric,"Mar 25, 1992",27,"1,81 m",France,right,30.06.2022
davide-faraoni,"Oct 25, 1991",28,"1,80 m",Italy,right,30.06.2022
samuel-di-carmine,"Sep 29, 1988",31,"1,85 m",Italy,right,30.06.2021
samir-handanovic,"Jul 14, 1984",35,"1,93 m",Slovenia,right,30.06.2021
emiliano-rigoni,"Feb 4, 1993",26,"1,80 m",Argentina  Italy,both,30.06.2020
timothy-castagne,"Dec 5, 1995",23,"1,85 m",Belgium,right,30.06.2021
francesco-caputo,"Aug 6, 1987",32,"1,81 m",Italy,right,30.06.2022
bartosz-salamon,"May 1, 1991",28,"1,94 m",Poland,right,30.06.2021
massimiliano-mangraviti,"Jan 24, 1998",21,"1,88 m",Italy,left,30.06.2022
daniel-bessa,"Jan 14, 1993",26,"1,78 m",Italy  Brazil,right,30.06.2021
piotr-zielinski,"May 20, 1994",25,"1,80 m",Poland,both,30.06.2021
luca-ranieri,"Apr 23, 1999",20,"1,79 m",Italy,left,30.06.2021
ciro-immobile,"Feb 20, 1990",29,"1,85 m",Italy,right,30.06.2023
jawad-el-yamiq,"Feb 29, 1992",27,"1,90 m",Morocco,right,30.06.2021
matteo-scozzarella,"Jun 5, 1988",31,"1,70 m",Italy,right,30.06.2020
berat-djimsiti,"Feb 19, 1993",26,"1,90 m",Albania  Switzerland,right,30.06.2022
armando-izzo,"Mar 2, 1992",27,"1,83 m",Italy,right,30.06.2024
vincenzo-millico,"Aug 12, 2000",19,"1,74 m",Italy,right,30.06.2023
danilo-cataldi,"Aug 6, 1994",25,"1,80 m",Italy,right,30.06.2020
roberto-pierno,"Feb 14, 2001",18,"1,80 m",Italy,right,-
elseid-hysaj,"Feb 2, 1994",25,"1,82 m",Albania,right,30.06.2021
edgar-barreto,"Jul 15, 1984",35,"1,80 m",Paraguay  Italy,right,30.06.2020
arkadiusz-milik,"Feb 28, 1994",25,"1,86 m",Poland,left,30.06.2021
julian-chabot,"Feb 12, 1998",21,"1,95 m",Germany  France,left,30.06.2024
jerdy-schouten,"Jan 12, 1997",22,"1,85 m",Netherlands,right,30.06.2024
mariusz-stepinski,"May 12, 1995",24,"1,83 m",Poland,right,30.06.2020
daniele-rugani,"Jul 29, 1994",25,"1,90 m",Italy,right,30.06.2024
federico-dimarco,"Nov 10, 1997",22,"1,75 m",Italy,left,30.06.2023
djavan-anderson,"Apr 21, 1995",24,"1,80 m",Netherlands  Jamaica,right,30.06.2023
radoslav-tsonev,"Apr 29, 1995",24,"1,75 m",Bulgaria,right,30.06.2021
marko-pjaca,"May 6, 1995",24,"1,86 m",Croatia,right,30.06.2021
federico-santander,"Jun 4, 1991",28,"1,87 m",Paraguay,right,30.06.2022
adrien-rabiot,"Apr 3, 1995",24,"1,88 m",France,left,30.06.2023
marcelo-brozovic,"Nov 16, 1992",26,"1,81 m",Croatia,both,30.06.2022
lucas-felippe,"May 3, 2000",19,"1,78 m",Brazil  Spain,left,30.06.2022
andrea-cistana,"Apr 1, 1997",22,"1,87 m",Italy,right,30.06.2021
federico-chiesa,"Oct 25, 1997",22,"1,80 m",Italy,right,30.06.2022
koffi-djidji,"Nov 30, 1992",26,"1,84 m",Cote d'Ivoire  France,right,30.06.2021
cristian-zapata,"Sep 30, 1986",33,"1,87 m",Colombia,right,30.06.2021
edoardo-goldaniga,"Nov 2, 1993",26,"1,88 m",Italy,both,30.06.2020
alessandro-deiola,"Aug 1, 1995",24,"1,90 m",Italy,right,30.06.2022
ken-sema,"Sep 30, 1993",26,"1,80 m",Sweden  DR Congo,left,30.06.2020
eljif-elmas,"Sep 24, 1999",20,"1,82 m",North Macedonia,right,30.06.2024
charalampos-lykogiannis,"Oct 22, 1993",26,"1,90 m",Greece,left,30.06.2022
matteo-gabbia,"Oct 21, 1999",20,"1,85 m",Italy,right,30.06.2023
mateo-musacchio,"Aug 26, 1990",29,"1,82 m",Argentina  Italy,right,30.06.2021
federico-fazio,"Mar 17, 1987",32,"1,95 m",Argentina  Italy,right,30.06.2021
ibrahima-mbaye,"Nov 19, 1994",24,"1,88 m",Senegal,right,30.06.2023
paolo-cannistra,"Nov 3, 2000",19,"1,76 m",Italy,right,-
walace,"Apr 4, 1995",24,"1,88 m",Brazil,right,30.06.2024
andrea-ranocchia,"Feb 16, 1988",31,"1,95 m",Italy,right,30.06.2021
jeremie-boga,"Jan 3, 1997",22,"1,74 m",Cote d'Ivoire  France,right,30.06.2022
ilija-nestorovski,"Mar 12, 1990",29,"1,82 m",North Macedonia,left,30.06.2022
diego-perotti,"Jul 26, 1988",31,"1,79 m",Argentina  Spain,right,30.06.2021
jasmin-kurtic,"Jan 10, 1989",30,"1,86 m",Slovenia,right,30.06.2022
mitchell-dijks,"Feb 9, 1993",26,"1,94 m",Netherlands,left,30.06.2023
daniele-baselli,"Mar 12, 1992",27,"1,82 m",Italy,right,30.06.2022
andrea-bertolacci,"Jan 11, 1991",28,"1,79 m",Italy,left,30.06.2020
ismael-bennacer,"Dec 1, 1997",21,"1,75 m",Algeria  France,left,30.06.2024
ivan-radovanovic,"Aug 29, 1988",31,"1,86 m",Serbia,right,30.06.2021
jordan-lukaku,"Jul 25, 1994",25,"1,80 m",Belgium  DR Congo,left,30.06.2022
rafael-toloi,"Oct 10, 1990",29,"1,85 m",Brazil  Italy,right,30.06.2020
lukasz-teodorczyk,"Jun 3, 1991",28,"1,88 m",Poland,right,30.06.2022
cristian-dellorco,"Feb 10, 1994",25,"1,83 m",Italy,left,30.06.2020
manuel-lazzari,"Nov 29, 1993",25,"1,74 m",Italy,right,30.06.2024
milan-skriniar,"Feb 11, 1995",24,"1,87 m",Slovakia,right,30.06.2023
jose-luis-palomino,"Jan 5, 1990",29,"1,87 m",Argentina,left,30.06.2020
kwadwo-asamoah,"Dec 9, 1988",30,"1,73 m",Ghana,left,30.06.2021
angelo-da-costa,"Nov 12, 1983",36,"1,86 m",Brazil  Italy,right,30.06.2020
gabriel-strefezza,"Apr 18, 1997",22,"1,68 m",Brazil  Italy,right,30.06.2022
andrea-petagna,"Jun 30, 1995",24,"1,90 m",Italy,left,30.06.2023
andre-anderson,"Sep 23, 1999",20,"1,80 m",Italy  Brazil,right,30.06.2023
mauro-vigorito,"May 22, 1990",29,"1,87 m",Italy,right,30.06.2021
pol-lirola,"Aug 13, 1997",22,"1,83 m",Spain,right,30.06.2020
patric,"Apr 17, 1993",26,"1,84 m",Spain,right,30.06.2022
francisco-sierralta,"May 6, 1997",22,"1,92 m",Chile  Spain,right,30.06.2022
giampaolo-pazzini,"Aug 2, 1984",35,"1,80 m",Italy,right,30.06.2020
mattias-svanberg,"Jan 5, 1999",20,"1,85 m",Sweden,right,30.06.2023
daniele-ragatzu,"Sep 21, 1991",28,"1,72 m",Italy,right,30.06.2021
tomas-rincon,"Jan 13, 1988",31,"1,77 m",Venezuela,right,30.06.2021
marko-pajac,"May 11, 1993",26,"1,82 m",Croatia,left,30.06.2020
blerim-dzemaili,"Apr 12, 1986",33,"1,80 m",Switzerland  North Macedonia,right,30.06.2020
nikolas-spalek,"Feb 12, 1997",22,"1,70 m",Slovakia,right,30.06.2022
iago-falque,"Jan 4, 1990",29,"1,74 m",Spain,left,30.06.2022
emerson-espinoza,"Mar 11, 2001",18,"1,82 m",Ecuador,right,30.06.2023
matias-vecino,"Aug 24, 1991",28,"1,87 m",Uruguay  Italy,right,30.06.2022
vincent-laurini,"Jun 10, 1989",30,"1,73 m",France  Italy,right,30.06.2022
ernesto-torregrossa,"Jun 28, 1992",27,"1,84 m",Italy,left,30.06.2022
boris-radunovi%C4%87,"May 26, 1996",23,"1,94 m",Serbia,right,30.06.2020
lasse-schone,"May 27, 1986",33,"1,77 m",Denmark,right,30.06.2021
ricardo-kishna,"Jan 4, 1995",24,"1,87 m",Netherlands  Suriname,left,30.06.2020
luis-muriel,"Apr 16, 1991",28,"1,79 m",Colombia,right,30.06.2024
gregoire-defrel,"Jun 17, 1991",28,"1,79 m",Martinique  France,left,30.06.2020
danilo-dambrosio,"Sep 9, 1988",31,"1,80 m",Italy,right,30.06.2021
mert-cetin,"Jan 1, 1997",22,"1,89 m",Turkey,right,30.06.2024
gianluigi-buffon,"Jan 28, 1978",41,"1,92 m",Italy,right,30.06.2020
davide-zappacosta,"Jun 11, 1992",27,"1,82 m",Italy,right,31.01.2020
samir-ujkani,"Jul 5, 1988",31,"1,88 m",Kosovo  Albania,right,30.06.2020
amir-rrahmani,"Feb 24, 1994",25,"1,92 m",Kosovo  Albania,both,30.06.2023
federico-brancolini,"Jul 14, 2001",18,"1,92 m",Italy,right,30.06.2021
juan-musso,"May 6, 1994",25,"1,91 m",Argentina  Italy,right,30.06.2023
rafael-leao,"Jun 10, 1999",20,"1,88 m",Portugal  Angola,right,30.06.2024
omar-colley,"Oct 24, 1992",27,"1,91 m",The Gambia,left,30.06.2022
thiago-cionek,"Apr 21, 1986",33,"1,83 m",Poland  Brazil,right,30.06.2020
mehdi-bourabia,"Aug 7, 1991",28,"1,83 m",Morocco  France,right,30.06.2021
bryan-dabo,"Feb 18, 1992",27,"1,87 m",Burkina Faso  France,right,30.06.2021
tiago-casasola,"Aug 11, 1995",24,"1,89 m",Argentina  Italy,right,30.06.2023
marko-rog,"Jul 19, 1995",24,"1,80 m",Croatia,right,30.06.2024
igor,"Feb 7, 1998",21,"1,85 m",Brazil,left,30.06.2023
antonio-donnarumma,"Jul 7, 1990",29,"1,92 m",Italy,right,30.06.2021
tommaso-berni,"Mar 6, 1983",36,"1,85 m",Italy,right,30.06.2020
nicolo-armini,"Mar 7, 2001",18,"1,82 m",Italy,right,30.06.2020
samuele-perisan,"Aug 21, 1997",22,"1,92 m",Italy,left,30.06.2020
francesco-vicari,"Aug 3, 1994",25,"1,90 m",Italy,right,30.06.2022
goran-pandev,"Jul 27, 1983",36,"1,84 m",North Macedonia  Italy,left,30.06.2020
lubomir-tupta,"Mar 27, 1998",21,"1,80 m",Slovakia,right,30.06.2021
romario-benzar,"Mar 26, 1992",27,"1,80 m",Romania,right,30.06.2022
merih-demiral,"Mar 5, 1998",21,"1,90 m",Turkey,right,30.06.2024
federico-bonazzoli,"May 21, 1997",22,"1,82 m",Italy,left,30.06.2021
peter-ankersen,"Sep 22, 1990",29,"1,79 m",Denmark,right,30.06.2021
ola-aina,"Oct 8, 1996",23,"1,82 m",Nigeria  England,right,30.06.2023
lautaro-martinez,"Aug 22, 1997",22,"1,74 m",Argentina,right,30.06.2023
marco-mancosu,"Aug 22, 1988",31,"1,80 m",Italy,right,30.06.2021
marco-bleve,"Oct 18, 1995",24,"1,84 m",Italy,right,30.06.2020
florian-aye,"Jan 19, 1997",22,"1,84 m",France  Benin,right,30.06.2022
pepe-reina,"Aug 31, 1982",37,"1,88 m",Spain,right,30.06.2021
alfredo-donnarumma,"Nov 30, 1990",28,"1,80 m",Italy,right,30.06.2022
marlon,"Sep 7, 1995",24,"1,82 m",Brazil,right,30.06.2023
jens-stryger-larsen,"Feb 21, 1991",28,"1,80 m",Denmark,both,30.06.2022
roberto-gagliardini,"Apr 7, 1994",25,"1,88 m",Italy,right,30.06.2023
gaetano-castrovilli,"Feb 17, 1997",22,"1,87 m",Italy,right,30.06.2024
felipe-caicedo,"Sep 5, 1988",31,"1,83 m",Ecuador  Spain,left,30.06.2022
felipe-curcio,"Aug 6, 1993",26,"1,83 m",Brazil  Italy,left,30.06.2020
riccardo-mastrilli,"May 30, 1997",22,"1,85 m",Italy,left,-
edin-dzeko,"Mar 17, 1986",33,"1,93 m",Bosnia-Herzegovina,both,30.06.2022
antonio-candreva,"Feb 28, 1987",32,"1,81 m",Italy,right,30.06.2021
daniel-fuzato,"Jul 4, 1997",22,"1,90 m",Brazil  Italy,right,30.06.2022
ronaldo-vieira,"Jul 19, 1998",21,"1,80 m",England  Guinea-Bissau,right,30.06.2023
daniele-gastaldello,"Jun 25, 1983",36,"1,85 m",Italy,right,30.06.2020
gianluca-caprari,"Jul 30, 1993",26,"1,71 m",Italy,right,30.06.2022
sofyan-amrabat,"Aug 21, 1996",23,"1,85 m",Morocco  Netherlands,right,30.06.2020
gianmarco-chironi,"Sep 7, 1997",22,"1,83 m",Italy,right,30.06.2020
stefano-okaka,"Aug 9, 1989",30,"1,86 m",Italy  Nigeria,right,30.06.2022
claud-adjapong,"May 6, 1998",21,"1,80 m",Italy  Ghana,right,30.06.2020
jhon-chancellor,"Jan 2, 1992",27,"1,97 m",Venezuela,right,30.06.2020
leo-duarte,"Jul 17, 1996",23,"1,83 m",Brazil,right,30.06.2024
alessandro-florenzi,"Mar 11, 1991",28,"1,73 m",Italy,right,30.06.2023
diego-godin,"Feb 16, 1986",33,"1,87 m",Uruguay  Spain,right,30.06.2022
alex-berenguer,"Jul 4, 1995",24,"1,75 m",Spain,right,30.06.2022
dusan-vlahovic,"Jan 28, 2000",19,"1,90 m",Serbia,left,30.06.2023
guido-guerrieri,"Feb 25, 1996",23,"1,87 m",Italy,right,30.06.2021
gervinho,"May 27, 1987",32,"1,79 m",Cote d'Ivoire,right,30.06.2022
sandro-tonali,"May 8, 2000",19,"1,81 m",Italy,right,30.06.2021
alessio-cragno,"Jun 28, 1994",25,"1,84 m",Italy,right,30.06.2024
marco-benassi,"Sep 8, 1994",25,"1,84 m",Italy,right,30.06.2022
ladislav-krejci,"Jul 5, 1992",27,"1,78 m",Czech Republic,left,30.06.2020
mirko-valdifiori,"Apr 21, 1986",33,"1,85 m",Italy,right,30.06.2020
romulo,"May 22, 1987",32,"1,78 m",Italy  Brazil,right,30.06.2020
rolando-mandragora,"Jun 29, 1997",22,"1,83 m",Italy,left,30.06.2023
marco-sportiello,"May 10, 1992",27,"1,92 m",Italy,right,30.06.2021
christian-kouame,"Dec 6, 1997",21,"1,85 m",Cote d'Ivoire,right,30.06.2023
alessandro-berardi,"Jan 16, 1991",28,"1,85 m",Italy,right,30.06.2021
dalbert,"Sep 8, 1993",26,"1,81 m",Brazil,left,30.06.2020
lorenzo-insigne,"Jun 4, 1991",28,"1,63 m",Italy,right,30.06.2022
szymon-zurkowski,"Sep 25, 1997",22,"1,85 m",Poland,right,30.06.2023
henrikh-mkhitaryan,"Jan 21, 1989",30,"1,77 m",Armenia,both,30.06.2020
dimitri-bisoli,"Mar 25, 1994",25,"1,80 m",Italy,right,30.06.2024
koray-gunter,"Aug 16, 1994",25,"1,85 m",Germany  Turkey,right,30.06.2020
antonino-gallo,"Jan 5, 2000",19,"1,83 m",Italy,left,30.06.2023
gianluca-lapadula,"Feb 7, 1990",29,"1,78 m",Italy  Peru,left,30.06.2020
andrea-rispoli,"Sep 29, 1988",31,"1,88 m",Italy,right,30.06.2021
gaston-brugman,"Sep 7, 1992",27,"1,75 m",Uruguay  Italy,right,30.06.2022
fernando-llorente,"Feb 26, 1985",34,"1,93 m",Spain,right,30.06.2021
rachid-ghezzal,"May 9, 1992",27,"1,82 m",Algeria  France,left,30.06.2020
bartlomiej-dragowski,"Aug 19, 1997",22,"1,91 m",Poland,right,30.06.2023
cyril-thereau,"Apr 24, 1983",36,"1,89 m",France,right,30.06.2020
karlo-letica,"Feb 11, 1997",22,"2,01 m",Croatia,right,30.06.2020
aleksandar-kolarov,"Nov 10, 1985",34,"1,87 m",Serbia,left,30.06.2020
alessandro-crescenzi,"Sep 25, 1991",28,"1,78 m",Italy,both,30.06.2021
mario-mandzukic,"May 21, 1986",33,"1,90 m",Croatia,right,30.06.2021
marco-silvestri,"Mar 2, 1991",28,"1,91 m",Italy,right,30.06.2021
simon-kjaer,"Mar 26, 1989",30,"1,91 m",Denmark,right,30.06.2020
lorenzo-tonelli,"Jan 17, 1990",29,"1,83 m",Italy,right,30.06.2021
jordan-veretout,"Mar 1, 1993",26,"1,77 m",France,right,30.06.2020
diego-farias,"May 10, 1990",29,"1,72 m",Brazil,right,30.06.2021
david-ospina,"Aug 31, 1988",31,"1,83 m",Colombia,right,30.06.2022
alberto-paloschi,"Jan 4, 1990",29,"1,83 m",Italy,right,30.06.2021
felipe,"Jul 31, 1984",35,"1,88 m",Brazil  Italy,left,30.06.2020
stefano-sensi,"Aug 5, 1995",24,"1,68 m",Italy,right,30.06.2020
simone-pinna,"Oct 17, 1997",22,"1,72 m",Italy,right,30.06.2022
riccardo-orsolini,"Jan 24, 1997",22,"1,83 m",Italy,left,30.06.2022
gianluca-gaetano,"May 5, 2000",19,"1,83 m",Italy,right,30.06.2023
khouma-babacar,"Mar 17, 1993",26,"1,85 m",Senegal,right,30.06.2020
luca-ceppitelli,"Aug 11, 1989",30,"1,89 m",Italy,both,30.06.2021
alfred-duncan,"Mar 10, 1993",26,"1,78 m",Ghana  Italy,left,30.06.2022
federico-peluso,"Jan 20, 1984",35,"1,88 m",Italy,left,30.06.2021
mattia-destro,"Mar 20, 1991",28,"1,82 m",Italy,right,30.06.2020
sasa-lukic,"Aug 13, 1996",23,"1,83 m",Serbia,right,30.06.2023
simone-zaza,"Jun 25, 1991",28,"1,86 m",Italy,left,30.06.2023
andrea-danzi,"Feb 25, 1999",20,"1,75 m",Italy,right,30.06.2022
giuseppe-pezzella,"Nov 29, 1997",21,"1,87 m",Italy,left,30.06.2020
fabrizio-alastra,"Oct 1, 1997",22,"1,85 m",Italy,right,30.06.2022
mattia-bani,"Dec 10, 1993",25,"1,88 m",Italy,right,30.06.2023
davide-santon,"Jan 2, 1991",28,"1,87 m",Italy,right,30.06.2022
federico-mattiello,"Jul 14, 1995",24,"1,82 m",Italy,right,30.06.2020
alberto-grassi,"Mar 7, 1995",24,"1,83 m",Italy,right,30.06.2020
simone-aresti,"Mar 15, 1986",33,"1,87 m",Italy,right,30.06.2020
rafael,"Mar 3, 1982",37,"1,87 m",Brazil  Italy,right,30.06.2020
mouhamadou-sarr,"Jan 5, 1997",22,"1,90 m",Senegal  Italy,right,30.06.2020
nicola-rauti,"Apr 17, 2000",19,"1,80 m",Italy,right,30.06.2021
miguel-veloso,"May 11, 1986",33,"1,80 m",Portugal,left,30.06.2020
lucas-castro,"Apr 9, 1989",30,"1,82 m",Argentina,right,30.06.2021
tofol-montiel,"Apr 11, 2000",19,"1,78 m",Spain,left,30.06.2023
sinan-gumus,"Jan 15, 1994",25,"1,79 m",Germany,left,30.06.2022
simone-missiroli,"May 23, 1986",33,"1,91 m",Italy,right,30.06.2021
diego-laxalt,"Feb 7, 1993",26,"1,78 m",Uruguay  Italy,left,30.06.2020
lorenzo-pellegrini,"Jun 19, 1996",23,"1,86 m",Italy,both,30.06.2022
bruno-martella,"Aug 14, 1992",27,"1,84 m",Italy,left,30.06.2022
alexis-sanchez,"Dec 19, 1988",30,"1,68 m",Chile,right,30.06.2020
francesco-acerbi,"Feb 10, 1988",31,"1,92 m",Italy,left,30.06.2023
gabriele-corbo,"Jan 11, 2000",19,"1,86 m",Italy,right,30.06.2023
milan-badelj,"Feb 25, 1989",30,"1,86 m",Croatia,right,30.06.2020
francesco-magnanelli,"Nov 12, 1984",35,"1,82 m",Italy,right,30.06.2021
alex-ferrari,"Jul 1, 1994",25,"1,91 m",Italy,right,-
juan-jesus,"Jun 10, 1991",28,"1,85 m",Brazil,left,30.06.2021
antonino-barilla,"Apr 1, 1988",31,"1,80 m",Italy,left,30.06.2022
kastriot-dermaku,"Jan 15, 1992",27,"1,94 m",Albania  Italy,right,30.06.2023
antonio-sanabria,"Mar 4, 1996",23,"1,81 m",Paraguay  Spain,right,30.06.2020
hakan-calhanoglu,"Feb 8, 1994",25,"1,78 m",Turkey  Germany,right,30.06.2021
vittorio-parigini,"Mar 25, 1996",23,"1,80 m",Italy,right,30.06.2020
juan-cuadrado,"May 26, 1988",31,"1,79 m",Colombia,right,30.06.2020
sergio-floccari,"Nov 12, 1981",38,"1,80 m",Italy,right,30.06.2020
giorgio-chiellini,"Aug 14, 1984",35,"1,87 m",Italy,left,30.06.2020
bastos,"Mar 27, 1991",28,"1,80 m",Angola,right,30.06.2021
lucien-agoume,"Feb 9, 2002",17,"1,85 m",France  Cameroon,right,30.06.2022
fabio-quagliarella,"Jan 31, 1983",36,"1,82 m",Italy,right,30.06.2020
leandrinho,"Oct 11, 1998",21,"1,74 m",Brazil,right,30.06.2021
vasco-regini,"Sep 9, 1990",29,"1,85 m",Italy,left,30.06.2021
luiz-felipe,"Mar 22, 1997",22,"1,87 m",Brazil  Italy,right,30.06.2022
lukas-lerager,"Jul 12, 1993",26,"1,85 m",Denmark,right,30.06.2023
giangiacomo-magnani,"Oct 4, 1995",24,"1,90 m",Italy,left,30.06.2020
